Layer,MSE,Image_Type
conv1,0.0017607186,offsample
conv1,0.001056469,offsample
conv1,0.0067336606,offsample
conv1,0.03383742,offsample
conv1,2.7301496e-05,offsample
conv1,0.029478969,offsample
conv1,0.017322326,offsample
conv1,0.0026343493,offsample
conv1,0.0055025,offsample
conv1,0.02163313,offsample
conv1,0.002364391,offsample
conv1,0.008037046,offsample
conv1,0.021760445,offsample
conv1,0.00092646264,offsample
conv1,0.0067859115,offsample
conv1,0.00016262804,offsample
conv1,0.0031203695,offsample
conv1,0.003919819,offsample
conv1,0.0024092458,offsample
conv1,0.0037456185,offsample
conv1,0.0010943485,offsample
conv1,0.055764813,offsample
conv1,0.020241832,offsample
conv1,0.0024983461,offsample
conv1,0.07448397,offsample
conv1,0.005889177,offsample
conv1,0.005189167,offsample
conv1,7.088025e-05,offsample
conv1,0.0067923726,offsample
conv1,0.021761125,offsample
conv1,0.03804261,offsample
conv1,6.130527e-05,offsample
conv1,0.012949203,offsample
conv1,0.0040350556,offsample
conv1,0.015938263,offsample
conv1,0.01294535,offsample
conv1,0.008437915,offsample
conv1,0.00020538377,offsample
conv1,0.020567544,offsample
conv1,0.0002309768,offsample
conv1,9.905109e-05,offsample
conv1,0.002352068,offsample
conv1,0.06472731,offsample
conv1,0.0049993517,offsample
conv1,0.0066964473,offsample
conv1,0.0003939612,offsample
conv1,0.0057557803,offsample
conv1,0.056501627,offsample
conv1,0.02970136,offsample
conv1,0.0051717963,offsample
conv1,0.011520954,offsample
conv1,0.021560218,offsample
conv1,0.030470233,offsample
conv1,0.017884089,offsample
conv1,0.004117755,offsample
conv1,0.0068682116,offsample
conv1,0.017582387,offsample
conv1,0.0027352027,offsample
conv1,0.0048561837,offsample
conv1,0.014714159,offsample
conv1,0.0015693111,offsample
conv1,0.025389519,offsample
conv1,0.00021897307,offsample
conv1,0.003430861,offsample
conv1,0.047583308,offsample
conv1,0.019470436,offsample
conv1,0.056516953,offsample
conv1,0.016859747,offsample
conv1,0.010501591,offsample
conv1,0.01766353,offsample
conv1,0.008620191,offsample
conv1,0.01147731,offsample
conv1,0.004598504,offsample
conv1,0.017405491,offsample
conv1,0.007891731,offsample
conv1,0.0040688305,offsample
conv1,0.043883312,offsample
conv1,0.00010310007,offsample
conv1,0.0028715082,offsample
conv1,0.03664455,offsample
conv1,0.005293926,offsample
conv1,0.004565375,offsample
conv1,0.021100307,offsample
conv1,0.0600585,offsample
conv1,0.012401741,offsample
conv1,0.0008552758,offsample
conv1,0.009634729,offsample
conv1,0.05018552,offsample
conv1,0.006144528,offsample
conv1,0.0014758001,offsample
conv1,0.0028274239,offsample
conv1,0.00015805307,offsample
conv1,0.0059644547,offsample
conv1,0.00935383,offsample
conv1,0.00016269676,offsample
conv1,0.010526541,offsample
conv1,0.0208201,offsample
conv1,0.04698288,offsample
conv1,0.01810421,offsample
conv1,0.02449677,offsample
conv1,0.010460178,offsample
conv1,0.0620546,offsample
conv1,0.012203207,offsample
conv1,0.025067247,offsample
conv1,0.00020673565,offsample
conv1,0.014553105,offsample
conv1,0.06205667,offsample
conv1,0.00589201,offsample
conv1,7.602081e-05,offsample
conv1,0.043985754,offsample
conv1,0.016677704,offsample
conv1,0.019719053,offsample
conv1,0.01391644,offsample
conv1,0.015583866,offsample
conv1,0.0715608,offsample
conv1,3.1223906e-05,offsample
conv1,0.0059297723,offsample
conv1,0.0009888143,offsample
conv1,0.05036268,offsample
conv1,0.026388818,offsample
conv1,0.010521918,offsample
conv1,0.005022903,offsample
conv1,0.023830276,offsample
conv1,0.029465947,offsample
conv1,4.887447e-05,offsample
conv1,0.036795896,offsample
conv1,0.033268202,offsample
conv1,0.052028038,offsample
conv1,0.03622156,offsample
conv1,0.11773381,offsample
conv1,0.008018587,offsample
conv1,0.044167154,offsample
conv1,0.0065994444,offsample
conv1,0.009097528,offsample
conv1,0.0003087602,offsample
conv1,0.0009188759,offsample
conv1,0.0024147925,offsample
conv1,0.0026138169,offsample
conv1,0.0102054365,offsample
conv1,0.0102336975,offsample
conv1,0.0057812454,offsample
conv1,0.0042792098,offsample
conv1,0.00861655,offsample
conv1,0.009762984,offsample
conv1,0.00034019223,offsample
conv1,0.031218229,offsample
conv1,0.004457475,offsample
conv1,0.03957809,offsample
conv1,0.00076165074,offsample
conv1,0.008169098,offsample
conv1,0.0007953487,offsample
conv1,0.05908327,offsample
conv1,0.012654693,offsample
conv1,0.00035050523,offsample
conv1,0.003927539,offsample
conv1,0.0022811582,offsample
conv1,0.0002257827,offsample
conv1,0.006671069,offsample
conv1,0.0040372093,offsample
conv1,0.033324905,offsample
conv1,0.0033473622,offsample
conv1,0.020844603,offsample
conv1,0.0057938513,offsample
conv1,0.006444532,offsample
conv1,0.0057324027,offsample
conv1,0.009891279,offsample
conv1,0.0014809901,offsample
conv1,0.00035671645,offsample
conv1,0.0008028497,offsample
conv1,0.004237629,offsample
conv1,0.00068500836,offsample
conv1,0.0017354283,offsample
conv1,0.015804574,offsample
conv1,0.00087809784,offsample
conv1,0.012338119,offsample
conv1,0.034085676,offsample
conv1,0.03777655,offsample
conv1,0.010100723,offsample
conv1,0.007517447,offsample
conv1,0.0019422336,offsample
conv1,0.06138046,offsample
conv1,0.0034457883,offsample
conv1,0.03428591,offsample
conv1,0.01089672,offsample
conv1,0.012932137,offsample
conv1,0.020736955,offsample
conv1,0.0016563713,offsample
conv1,0.06955017,offsample
conv1,0.02039378,offsample
conv1,0.0062121623,offsample
conv1,0.000996062,offsample
conv1,0.034616593,offsample
conv1,0.02766266,offsample
conv1,0.0056928014,offsample
conv1,0.0015722936,offsample
conv1,0.0037274559,offsample
conv1,0.01428735,offsample
conv1,0.0042635645,offsample
conv1,0.0107585285,offsample
conv1,0.03894838,offsample
conv1,0.018453605,offsample
conv1,0.0002814677,offsample
conv1,0.0062262253,offsample
conv1,0.0018381173,offsample
conv1,0.009525208,offsample
conv1,0.04666634,offsample
conv1,3.3247316e-06,offsample
conv1,0.0017002256,offsample
conv1,0.03973372,offsample
conv1,0.024334455,offsample
conv1,0.0010267808,offsample
conv1,0.020509435,offsample
conv1,0.012038472,offsample
conv1,0.053081922,offsample
conv1,0.00074852066,offsample
conv1,4.708578e-05,offsample
conv1,6.724391e-06,offsample
conv1,0.026985206,offsample
conv1,0.00960005,offsample
conv1,0.01542033,offsample
conv1,0.0029262463,offsample
conv1,0.040359627,offsample
conv1,0.04261692,offsample
conv1,0.00034222874,offsample
conv1,0.0006019068,offsample
conv1,0.0034980874,offsample
conv1,0.0055000954,offsample
conv1,0.013293532,offsample
conv1,0.0075640427,offsample
conv1,0.00029493973,offsample
conv1,0.004691747,offsample
conv1,0.013941853,offsample
conv1,0.0012347237,offsample
conv1,0.032357227,offsample
conv1,0.031106677,offsample
conv1,0.0056283693,offsample
conv1,3.6039193e-05,offsample
conv1,0.054823942,offsample
conv1,0.0025784145,offsample
conv1,0.024736216,offsample
conv1,0.0058864495,offsample
conv1,2.2469605e-06,offsample
conv1,0.022101006,offsample
conv1,0.0070852763,offsample
conv1,0.0026430518,offsample
conv1,0.03367748,offsample
conv1,0.011944677,offsample
conv1,0.039748102,offsample
conv1,0.006445477,offsample
conv1,0.00049039,offsample
conv1,0.039616484,offsample
conv1,0.005102162,offsample
conv1,0.0074106776,offsample
conv1,0.0028905375,offsample
conv1,0.002816876,offsample
conv1,0.00042044432,offsample
conv1,0.046688095,offsample
conv1,0.00510779,offsample
conv1,0.0029719314,offsample
conv1,0.009165156,offsample
conv1,0.003752766,offsample
conv1,0.0025178324,offsample
conv1,0.0020843605,offsample
conv1,0.007035881,offsample
conv1,0.009964083,offsample
conv1,0.007091922,offsample
conv1,0.00033863334,offsample
conv1,0.0064439364,offsample
conv1,7.156467e-05,offsample
conv1,0.050713845,offsample
conv1,0.004430729,offsample
conv1,0.013027269,offsample
conv1,0.042540815,offsample
conv1,0.0010857331,offsample
conv1,0.0021103648,offsample
conv1,0.020181442,offsample
conv1,0.0031586247,offsample
conv1,0.03498672,offsample
conv1,0.00027802063,offsample
conv1,0.005067936,offsample
conv1,0.0015096735,offsample
conv1,0.007569564,offsample
conv1,0.042592403,offsample
conv1,0.024953196,offsample
conv1,0.003418252,offsample
conv1,0.0015735537,offsample
conv1,0.000833443,offsample
conv1,0.02417295,offsample
conv1,0.0006196552,offsample
conv1,0.015035268,offsample
conv1,0.0717146,offsample
conv1,0.0359899,offsample
conv1,0.0060478905,offsample
conv1,0.016415462,offsample
conv1,0.008098961,offsample
conv1,0.007178613,offsample
conv1,0.0027679824,offsample
conv1,0.005236306,offsample
conv1,7.2850606e-05,offsample
conv1,0.019981727,offsample
conv1,0.006182403,offsample
conv1,5.7905883e-05,offsample
conv1,0.00090688054,offsample
conv1,0.015308558,offsample
conv1,0.0056986134,offsample
conv1,0.00457416,offsample
conv1,0.02182783,offsample
conv1,0.0039221384,offsample
conv1,0.009809339,offsample
conv1,0.000664137,offsample
conv1,0.021815022,offsample
conv1,0.0053533083,offsample
conv1,0.0002645026,offsample
conv1,0.0036379197,offsample
conv1,0.016036231,offsample
conv1,0.006297058,offsample
conv1,0.008852358,offsample
conv1,0.0121814,offsample
conv1,0.030787969,offsample
conv1,0.0029856365,offsample
conv1,6.874647e-06,offsample
conv1,0.0006750624,offsample
conv1,0.005216456,offsample
conv1,0.029757239,offsample
conv1,0.003901815,offsample
conv1,0.026340498,offsample
conv1,0.0008787145,offsample
conv1,0.0039561195,offsample
conv1,0.0043106065,offsample
conv1,0.00035280452,offsample
conv1,0.032250494,offsample
conv1,0.027430851,offsample
conv1,0.0011748263,offsample
conv1,0.0042104684,offsample
conv1,0.012915814,offsample
conv1,0.01504999,offsample
conv1,0.004221968,offsample
conv1,0.0016385268,offsample
conv1,0.0001385635,offsample
conv1,0.03708259,offsample
conv1,0.01288632,offsample
conv1,0.00051495305,offsample
conv1,0.0031446654,offsample
conv1,0.0010020961,offsample
conv1,0.02339294,offsample
conv1,0.035731565,offsample
conv1,0.030055763,offsample
conv1,0.0007576026,offsample
conv1,0.00042019706,offsample
conv1,0.00095575326,offsample
conv1,0.006352047,offsample
conv1,0.0010960029,offsample
conv1,0.046086427,offsample
conv1,0.00013452432,offsample
conv1,0.001037103,offsample
conv1,0.0027718379,offsample
conv1,0.006426511,offsample
conv1,0.0019627798,offsample
conv1,0.006110049,offsample
conv1,0.0050785057,offsample
conv1,3.6432775e-05,offsample
conv1,0.0009830518,offsample
conv1,0.008630176,offsample
conv1,4.313241e-06,offsample
conv1,0.005206479,offsample
conv1,4.3238197e-06,offsample
conv1,8.86476e-06,offsample
conv1,0.03071133,offsample
conv1,0.014177504,offsample
conv1,0.012196615,offsample
conv1,0.0504787,offsample
conv1,4.459104e-05,offsample
conv1,0.0019750528,offsample
conv1,0.043931033,offsample
conv1,0.005076629,offsample
conv1,3.1366577e-05,offsample
conv1,0.00045665045,offsample
conv1,0.0005257041,offsample
conv1,0.027512148,offsample
conv1,0.010866643,offsample
conv1,0.0071690613,offsample
conv1,0.0010600575,offsample
conv1,0.017777767,offsample
conv1,1.4148754e-05,offsample
conv1,0.0008961785,offsample
conv1,0.05822757,offsample
conv1,0.0025656428,offsample
conv1,0.039619837,offsample
conv1,0.001692144,offsample
conv1,0.022811906,offsample
conv1,0.023662664,offsample
conv1,8.271731e-05,offsample
conv1,0.0034146658,offsample
conv1,0.0039299573,offsample
conv1,0.037347663,offsample
conv1,0.00019089531,offsample
conv1,0.003461357,offsample
conv1,0.070805974,offsample
conv1,0.010509353,offsample
conv1,0.016394101,offsample
conv1,0.038917124,offsample
conv1,0.0050173863,offsample
conv1,1.51517015e-05,offsample
conv1,0.026523389,offsample
conv1,0.023099039,offsample
conv1,0.04658875,offsample
conv1,0.0026299285,offsample
conv1,0.00023646781,offsample
conv1,0.050632663,offsample
conv1,0.011491038,offsample
conv1,0.057044584,offsample
conv1,0.001269248,offsample
conv1,0.010934181,offsample
conv1,0.00947575,offsample
conv1,0.020744158,offsample
conv1,0.061213765,offsample
conv1,0.004875594,offsample
conv1,0.004474962,offsample
conv1,0.005286165,offsample
conv1,0.011044848,offsample
conv1,0.0041240696,offsample
conv1,0.0011394206,offsample
conv1,0.0036234094,offsample
conv1,0.004133947,offsample
conv1,0.0001823264,offsample
conv1,0.00041981958,offsample
conv1,0.0027491054,offsample
conv1,0.0078867115,offsample
conv1,0.001970226,offsample
conv1,0.0004429732,offsample
conv1,0.038372904,offsample
conv1,0.042168822,offsample
conv1,0.05778047,offsample
conv1,8.1621445e-05,offsample
conv1,0.0015502749,offsample
conv1,0.012945989,offsample
conv1,0.020899313,offsample
conv1,0.057935003,offsample
conv1,0.0013162828,offsample
conv1,0.0016279789,offsample
conv1,0.052237816,offsample
conv1,0.021574289,offsample
conv1,0.008504952,offsample
conv1,0.0062659583,offsample
conv1,0.0069339317,offsample
conv1,0.005415428,offsample
conv1,0.0021102526,offsample
conv1,6.214977e-05,offsample
conv1,0.061966494,offsample
conv1,0.028866336,offsample
conv1,0.00016848427,offsample
conv1,0.00056424184,offsample
conv1,0.0036492366,offsample
conv1,0.04806426,offsample
conv1,0.0071695982,offsample
conv1,0.010723362,offsample
conv1,7.782306e-05,offsample
conv1,0.0012406432,offsample
conv1,1.0496832e-05,offsample
conv1,0.02230671,offsample
conv1,0.005158241,offsample
conv1,0.006182403,offsample
conv1,0.0021853328,offsample
conv1,0.045312226,offsample
conv1,0.00036905578,offsample
conv1,0.013718978,offsample
conv1,0.00037728596,offsample
conv1,0.0016197443,offsample
conv1,0.006454058,offsample
conv1,0.0015279764,offsample
conv1,0.0028231086,offsample
conv1,0.03768213,offsample
conv1,0.007870071,offsample
conv1,0.052280933,offsample
conv1,0.0017781422,offsample
conv1,0.012735585,offsample
conv1,0.046057668,offsample
conv1,0.0026009036,offsample
conv1,0.026205229,offsample
conv1,0.00036665317,offsample
conv1,0.006241811,offsample
conv1,4.46043e-05,offsample
conv1,0.008196868,offsample
conv1,0.00045147835,offsample
conv1,0.012114649,offsample
conv1,6.580966e-07,offsample
conv1,0.025731105,offsample
conv1,0.046534438,offsample
conv1,0.009451644,offsample
conv1,0.049535926,offsample
conv1,0.033787746,offsample
conv1,6.480537e-05,offsample
conv1,0.005062259,offsample
conv1,0.004995335,offsample
conv1,0.0013487233,offsample
conv1,2.762659e-05,offsample
conv1,0.025083145,offsample
conv1,0.0022247082,offsample
conv1,0.0039783954,offsample
conv1,0.011653047,offsample
conv1,0.0069920365,offsample
conv1,0.019144306,offsample
conv1,0.006695244,offsample
conv1,0.024037099,offsample
conv1,0.0017311719,offsample
conv1,3.2522454e-05,offsample
conv1,0.007893909,offsample
conv1,0.005718014,offsample
conv1,0.00028346712,offsample
conv1,0.05069102,offsample
conv1,0.0033059113,offsample
conv1,0.008550812,offsample
conv1,0.09122315,offsample
conv1,0.047386125,offsample
conv1,0.016097706,offsample
conv1,0.0034569907,offsample
conv1,0.035768066,offsample
conv1,0.00079546974,offsample
conv1,0.018388677,offsample
conv1,0.0028053394,offsample
conv1,0.0015427537,offsample
conv1,0.008730515,offsample
conv1,0.0070481314,offsample
conv1,0.048524473,offsample
conv1,0.017045343,offsample
conv1,0.016062304,offsample
conv1,0.0023550226,offsample
conv1,0.044082105,offsample
conv1,0.0061131064,offsample
conv1,0.04986685,offsample
conv1,0.0041222316,offsample
conv1,0.00097610825,offsample
conv1,0.022630714,offsample
conv1,0.0033986121,offsample
conv1,0.0062633795,offsample
conv1,0.04891238,offsample
conv1,0.009578247,offsample
conv1,0.022522211,offsample
conv1,0.020071002,offsample
conv1,0.015373508,offsample
conv1,0.08287899,offsample
conv1,0.0026411044,offsample
conv1,0.03260545,offsample
conv1,0.0005681869,offsample
conv1,0.0022497843,offsample
conv1,0.0002769072,offsample
conv1,2.7533727e-06,offsample
conv1,0.010316058,offsample
conv1,4.0043436e-05,offsample
conv1,0.00018980939,offsample
conv1,0.006024987,offsample
conv1,0.00035537928,offsample
conv1,0.00030988533,offsample
conv1,0.07479909,offsample
conv1,0.003777329,offsample
conv1,0.011157056,offsample
conv1,0.0012465678,offsample
conv1,0.017691014,offsample
conv1,0.0067163208,offsample
conv1,0.0025031215,offsample
conv1,0.0065099234,offsample
conv1,0.0026950496,offsample
conv1,0.000109683446,offsample
conv1,0.014020578,offsample
conv1,0.009443628,offsample
conv1,0.0011203228,offsample
conv1,0.0019499938,offsample
conv1,0.0012847119,offsample
conv1,0.009587546,offsample
conv1,0.0046981107,offsample
conv1,0.004666762,offsample
conv1,0.005329699,offsample
conv1,0.00078225293,offsample
conv1,0.0017151566,offsample
conv1,0.015119852,offsample
conv1,0.0011084607,offsample
conv1,0.0073079444,offsample
conv1,0.0077677346,offsample
conv1,0.012298742,offsample
conv1,0.050690398,offsample
conv1,0.0057967305,offsample
conv1,0.058427688,offsample
conv1,0.015113476,offsample
conv1,0.005912246,offsample
conv1,0.0032055546,offsample
conv1,0.01689336,offsample
conv1,0.0069270944,offsample
conv1,0.013726786,offsample
conv1,0.0068818326,offsample
conv1,0.011395897,offsample
conv1,0.003997779,offsample
conv1,0.0020283572,offsample
conv1,0.013796593,offsample
conv1,0.0029750098,offsample
conv1,0.00782537,offsample
conv1,0.00078942603,offsample
conv1,0.0023060956,offsample
conv1,0.029157374,offsample
conv1,0.00018419653,offsample
conv1,0.009300298,offsample
conv1,0.010064158,offsample
conv1,0.0061554178,offsample
conv1,0.005904395,offsample
conv1,0.0026133896,offsample
conv1,0.0045200572,offsample
conv1,0.015634812,offsample
conv1,0.011261417,offsample
conv1,0.0027581556,offsample
conv1,6.913586e-05,offsample
conv1,0.0026383838,offsample
conv1,2.003793e-05,offsample
conv1,0.0073632114,offsample
conv1,0.00019282606,offsample
conv1,0.0031441045,offsample
conv1,0.0005362936,offsample
conv1,0.0059489296,offsample
conv1,0.0019025276,offsample
conv1,0.034487024,offsample
conv1,0.005265023,offsample
conv1,0.0022340661,offsample
conv1,0.0005823443,offsample
conv1,0.039644767,offsample
conv1,0.0017178431,offsample
conv1,0.050030105,offsample
conv1,0.0044711195,offsample
